round,benchmark,pass,scheduler_class,blocking_reasons,incident_pairs,safe_edge_count,total_edge_count,safe_edge_ratio
0,CoyoteBench_almabench,mem2reg,decision_required,needs_attribution;order_sensitive,"adce,mem2reg:order_sensitive;dce,mem2reg:order_sensitive;early-cse,mem2reg:order_sensitive;gvn,mem2reg:order_sensitive;indvars,mem2reg:order_sensitive;instcombine,mem2reg:order_sensitive;licm,mem2reg:order_sensitive;loop-rotate,mem2reg:order_sensitive;loop-simplify,mem2reg:needs_attribution;loop-unroll,mem2reg:order_sensitive;mem2reg,reassociate:order_sensitive;mem2reg,sccp:order_sensitive;mem2reg,simplifycfg:order_sensitive;mem2reg,sroa:order_sensitive",0,14,0.0
0,CoyoteBench_almabench,reassociate,decision_required,needs_attribution;order_sensitive,"adce,reassociate:likely_independent;dce,reassociate:likely_independent;early-cse,reassociate:order_sensitive;gvn,reassociate:order_sensitive;indvars,reassociate:confirmed_independent;instcombine,reassociate:order_sensitive;licm,reassociate:order_sensitive;loop-rotate,reassociate:needs_attribution;loop-simplify,reassociate:confirmed_independent;loop-unroll,reassociate:confirmed_independent;mem2reg,reassociate:order_sensitive;reassociate,sccp:needs_attribution;reassociate,simplifycfg:needs_attribution;reassociate,sroa:order_sensitive",5,14,0.3571
0,CoyoteBench_almabench,sccp,decision_required,needs_attribution;order_sensitive,"adce,sccp:needs_attribution;dce,sccp:needs_attribution;early-cse,sccp:needs_attribution;gvn,sccp:order_sensitive;indvars,sccp:confirmed_independent;instcombine,sccp:likely_independent;licm,sccp:needs_attribution;loop-rotate,sccp:needs_attribution;loop-simplify,sccp:confirmed_independent;loop-unroll,sccp:confirmed_independent;mem2reg,sccp:order_sensitive;reassociate,sccp:needs_attribution;sccp,simplifycfg:needs_attribution;sccp,sroa:order_sensitive",4,14,0.2857
0,CoyoteBench_almabench,simplifycfg,decision_required,needs_attribution;order_sensitive,"adce,simplifycfg:needs_attribution;dce,simplifycfg:needs_attribution;early-cse,simplifycfg:needs_attribution;gvn,simplifycfg:order_sensitive;indvars,simplifycfg:order_sensitive;instcombine,simplifycfg:order_sensitive;licm,simplifycfg:order_sensitive;loop-rotate,simplifycfg:order_sensitive;loop-simplify,simplifycfg:order_sensitive;loop-unroll,simplifycfg:order_sensitive;mem2reg,simplifycfg:order_sensitive;reassociate,simplifycfg:needs_attribution;sccp,simplifycfg:needs_attribution;simplifycfg,sroa:order_sensitive",0,14,0.0
0,CoyoteBench_almabench,sroa,decision_required,needs_attribution;order_sensitive,"adce,sroa:needs_attribution;dce,sroa:needs_attribution;early-cse,sroa:order_sensitive;gvn,sroa:order_sensitive;indvars,sroa:order_sensitive;instcombine,sroa:order_sensitive;licm,sroa:order_sensitive;loop-rotate,sroa:order_sensitive;loop-simplify,sroa:needs_attribution;loop-unroll,sroa:order_sensitive;mem2reg,sroa:order_sensitive;reassociate,sroa:order_sensitive;sccp,sroa:order_sensitive;simplifycfg,sroa:order_sensitive",0,14,0.0
1,CoyoteBench_almabench,early-cse,decision_required,order_sensitive,"early-cse,gvn:confirmed_independent;early-cse,indvars:order_sensitive;early-cse,instcombine:confirmed_independent;early-cse,licm:order_sensitive;early-cse,loop-rotate:order_sensitive;early-cse,loop-simplify:confirmed_independent;early-cse,loop-unroll:order_sensitive;early-cse,mem2reg:confirmed_independent;early-cse,sccp:confirmed_independent;early-cse,simplifycfg:confirmed_independent;early-cse,sroa:confirmed_independent",7,11,0.6364
1,CoyoteBench_almabench,gvn,decision_required,needs_attribution;order_sensitive,"early-cse,gvn:confirmed_independent;gvn,indvars:order_sensitive;gvn,instcombine:order_sensitive;gvn,licm:order_sensitive;gvn,loop-rotate:order_sensitive;gvn,loop-simplify:confirmed_independent;gvn,loop-unroll:order_sensitive;gvn,mem2reg:likely_independent;gvn,sccp:confirmed_independent;gvn,simplifycfg:needs_attribution;gvn,sroa:likely_independent",5,11,0.4545
1,CoyoteBench_almabench,indvars,decision_required,needs_attribution;order_sensitive,"early-cse,indvars:order_sensitive;gvn,indvars:order_sensitive;indvars,instcombine:order_sensitive;indvars,licm:needs_attribution;indvars,loop-rotate:order_sensitive;indvars,loop-simplify:likely_independent;indvars,loop-unroll:order_sensitive;indvars,mem2reg:needs_attribution;indvars,sccp:confirmed_independent;indvars,simplifycfg:order_sensitive;indvars,sroa:needs_attribution",2,11,0.1818
1,CoyoteBench_almabench,instcombine,decision_required,order_sensitive,"early-cse,instcombine:confirmed_independent;gvn,instcombine:order_sensitive;indvars,instcombine:order_sensitive;instcombine,licm:order_sensitive;instcombine,loop-rotate:order_sensitive;instcombine,loop-simplify:confirmed_independent;instcombine,loop-unroll:order_sensitive;instcombine,mem2reg:confirmed_independent;instcombine,sccp:confirmed_independent;instcombine,simplifycfg:confirmed_independent;instcombine,sroa:confirmed_independent",6,11,0.5455
1,CoyoteBench_almabench,licm,decision_required,needs_attribution;order_sensitive,"early-cse,licm:order_sensitive;gvn,licm:order_sensitive;indvars,licm:needs_attribution;instcombine,licm:order_sensitive;licm,loop-rotate:order_sensitive;licm,loop-simplify:likely_independent;licm,loop-unroll:order_sensitive;licm,mem2reg:needs_attribution;licm,sccp:confirmed_independent;licm,simplifycfg:order_sensitive;licm,sroa:needs_attribution",2,11,0.1818
1,CoyoteBench_almabench,loop-rotate,decision_required,needs_attribution;order_sensitive,"early-cse,loop-rotate:order_sensitive;gvn,loop-rotate:order_sensitive;indvars,loop-rotate:order_sensitive;instcombine,loop-rotate:order_sensitive;licm,loop-rotate:order_sensitive;loop-rotate,loop-simplify:likely_independent;loop-rotate,loop-unroll:order_sensitive;loop-rotate,mem2reg:needs_attribution;loop-rotate,sccp:confirmed_independent;loop-rotate,simplifycfg:order_sensitive;loop-rotate,sroa:needs_attribution",2,11,0.1818
1,CoyoteBench_almabench,loop-simplify,decision_required,order_sensitive,"early-cse,loop-simplify:confirmed_independent;gvn,loop-simplify:confirmed_independent;indvars,loop-simplify:likely_independent;instcombine,loop-simplify:confirmed_independent;licm,loop-simplify:likely_independent;loop-rotate,loop-simplify:likely_independent;loop-simplify,loop-unroll:likely_independent;loop-simplify,mem2reg:confirmed_independent;loop-simplify,sccp:confirmed_independent;loop-simplify,simplifycfg:order_sensitive;loop-simplify,sroa:confirmed_independent",10,11,0.9091
1,CoyoteBench_almabench,loop-unroll,decision_required,needs_attribution;order_sensitive,"early-cse,loop-unroll:order_sensitive;gvn,loop-unroll:order_sensitive;indvars,loop-unroll:order_sensitive;instcombine,loop-unroll:order_sensitive;licm,loop-unroll:order_sensitive;loop-rotate,loop-unroll:order_sensitive;loop-simplify,loop-unroll:likely_independent;loop-unroll,mem2reg:needs_attribution;loop-unroll,sccp:order_sensitive;loop-unroll,simplifycfg:order_sensitive;loop-unroll,sroa:needs_attribution",1,11,0.0909
1,CoyoteBench_almabench,mem2reg,blocked_for_auto,needs_attribution,"early-cse,mem2reg:confirmed_independent;gvn,mem2reg:likely_independent;indvars,mem2reg:needs_attribution;instcombine,mem2reg:confirmed_independent;licm,mem2reg:needs_attribution;loop-rotate,mem2reg:needs_attribution;loop-simplify,mem2reg:confirmed_independent;loop-unroll,mem2reg:needs_attribution;mem2reg,sccp:confirmed_independent;mem2reg,simplifycfg:needs_attribution;mem2reg,sroa:likely_independent",6,11,0.5455
1,CoyoteBench_almabench,sccp,decision_required,order_sensitive,"early-cse,sccp:confirmed_independent;gvn,sccp:confirmed_independent;indvars,sccp:confirmed_independent;instcombine,sccp:confirmed_independent;licm,sccp:confirmed_independent;loop-rotate,sccp:confirmed_independent;loop-simplify,sccp:confirmed_independent;loop-unroll,sccp:order_sensitive;mem2reg,sccp:confirmed_independent;sccp,simplifycfg:confirmed_independent;sccp,sroa:confirmed_independent",10,11,0.9091
1,CoyoteBench_almabench,simplifycfg,decision_required,needs_attribution;order_sensitive,"early-cse,simplifycfg:confirmed_independent;gvn,simplifycfg:needs_attribution;indvars,simplifycfg:order_sensitive;instcombine,simplifycfg:confirmed_independent;licm,simplifycfg:order_sensitive;loop-rotate,simplifycfg:order_sensitive;loop-simplify,simplifycfg:order_sensitive;loop-unroll,simplifycfg:order_sensitive;mem2reg,simplifycfg:needs_attribution;sccp,simplifycfg:confirmed_independent;simplifycfg,sroa:needs_attribution",3,11,0.2727
1,CoyoteBench_almabench,sroa,blocked_for_auto,needs_attribution,"early-cse,sroa:confirmed_independent;gvn,sroa:likely_independent;indvars,sroa:needs_attribution;instcombine,sroa:confirmed_independent;licm,sroa:needs_attribution;loop-rotate,sroa:needs_attribution;loop-simplify,sroa:confirmed_independent;loop-unroll,sroa:needs_attribution;mem2reg,sroa:likely_independent;sccp,sroa:confirmed_independent;simplifycfg,sroa:needs_attribution",6,11,0.5455
2,CoyoteBench_almabench,early-cse,decision_required,order_sensitive,"early-cse,gvn:confirmed_independent;early-cse,indvars:order_sensitive;early-cse,instcombine:confirmed_independent;early-cse,licm:order_sensitive;early-cse,loop-rotate:order_sensitive;early-cse,loop-simplify:confirmed_independent;early-cse,loop-unroll:order_sensitive;early-cse,mem2reg:confirmed_independent;early-cse,sccp:confirmed_independent;early-cse,simplifycfg:confirmed_independent;early-cse,sroa:confirmed_independent",7,11,0.6364
2,CoyoteBench_almabench,gvn,decision_required,order_sensitive,"early-cse,gvn:confirmed_independent;gvn,indvars:order_sensitive;gvn,instcombine:confirmed_independent;gvn,licm:order_sensitive;gvn,loop-rotate:order_sensitive;gvn,loop-simplify:confirmed_independent;gvn,loop-unroll:order_sensitive;gvn,mem2reg:confirmed_independent;gvn,sccp:confirmed_independent;gvn,simplifycfg:confirmed_independent;gvn,sroa:confirmed_independent",7,11,0.6364
2,CoyoteBench_almabench,indvars,decision_required,needs_attribution;order_sensitive,"early-cse,indvars:order_sensitive;gvn,indvars:order_sensitive;indvars,instcombine:order_sensitive;indvars,licm:likely_independent;indvars,loop-rotate:order_sensitive;indvars,loop-simplify:confirmed_independent;indvars,loop-unroll:order_sensitive;indvars,mem2reg:needs_attribution;indvars,sccp:confirmed_independent;indvars,simplifycfg:order_sensitive;indvars,sroa:needs_attribution",3,11,0.2727
2,CoyoteBench_almabench,instcombine,decision_required,needs_attribution;order_sensitive,"early-cse,instcombine:confirmed_independent;gvn,instcombine:confirmed_independent;indvars,instcombine:order_sensitive;instcombine,licm:order_sensitive;instcombine,loop-rotate:order_sensitive;instcombine,loop-simplify:confirmed_independent;instcombine,loop-unroll:order_sensitive;instcombine,mem2reg:likely_independent;instcombine,sccp:confirmed_independent;instcombine,simplifycfg:needs_attribution;instcombine,sroa:likely_independent",6,11,0.5455
2,CoyoteBench_almabench,licm,decision_required,order_sensitive,"early-cse,licm:order_sensitive;gvn,licm:order_sensitive;indvars,licm:likely_independent;instcombine,licm:order_sensitive;licm,loop-rotate:likely_independent;licm,loop-simplify:confirmed_independent;licm,loop-unroll:order_sensitive;licm,mem2reg:confirmed_independent;licm,sccp:confirmed_independent;licm,simplifycfg:order_sensitive;licm,sroa:confirmed_independent",6,11,0.5455
2,CoyoteBench_almabench,loop-rotate,decision_required,needs_attribution;order_sensitive,"early-cse,loop-rotate:order_sensitive;gvn,loop-rotate:order_sensitive;indvars,loop-rotate:order_sensitive;instcombine,loop-rotate:order_sensitive;licm,loop-rotate:likely_independent;loop-rotate,loop-simplify:confirmed_independent;loop-rotate,loop-unroll:order_sensitive;loop-rotate,mem2reg:needs_attribution;loop-rotate,sccp:confirmed_independent;loop-rotate,simplifycfg:order_sensitive;loop-rotate,sroa:needs_attribution",3,11,0.2727
2,CoyoteBench_almabench,loop-simplify,decision_required,order_sensitive,"early-cse,loop-simplify:confirmed_independent;gvn,loop-simplify:confirmed_independent;indvars,loop-simplify:confirmed_independent;instcombine,loop-simplify:confirmed_independent;licm,loop-simplify:confirmed_independent;loop-rotate,loop-simplify:confirmed_independent;loop-simplify,loop-unroll:confirmed_independent;loop-simplify,mem2reg:confirmed_independent;loop-simplify,sccp:confirmed_independent;loop-simplify,simplifycfg:order_sensitive;loop-simplify,sroa:confirmed_independent",10,11,0.9091
2,CoyoteBench_almabench,loop-unroll,decision_required,needs_attribution;order_sensitive,"early-cse,loop-unroll:order_sensitive;gvn,loop-unroll:order_sensitive;indvars,loop-unroll:order_sensitive;instcombine,loop-unroll:order_sensitive;licm,loop-unroll:order_sensitive;loop-rotate,loop-unroll:order_sensitive;loop-simplify,loop-unroll:confirmed_independent;loop-unroll,mem2reg:needs_attribution;loop-unroll,sccp:order_sensitive;loop-unroll,simplifycfg:order_sensitive;loop-unroll,sroa:needs_attribution",1,11,0.0909
2,CoyoteBench_almabench,mem2reg,blocked_for_auto,needs_attribution,"early-cse,mem2reg:confirmed_independent;gvn,mem2reg:confirmed_independent;indvars,mem2reg:needs_attribution;instcombine,mem2reg:likely_independent;licm,mem2reg:confirmed_independent;loop-rotate,mem2reg:needs_attribution;loop-simplify,mem2reg:confirmed_independent;loop-unroll,mem2reg:needs_attribution;mem2reg,sccp:confirmed_independent;mem2reg,simplifycfg:needs_attribution;mem2reg,sroa:likely_independent",7,11,0.6364
2,CoyoteBench_almabench,sccp,decision_required,order_sensitive,"early-cse,sccp:confirmed_independent;gvn,sccp:confirmed_independent;indvars,sccp:confirmed_independent;instcombine,sccp:confirmed_independent;licm,sccp:confirmed_independent;loop-rotate,sccp:confirmed_independent;loop-simplify,sccp:confirmed_independent;loop-unroll,sccp:order_sensitive;mem2reg,sccp:confirmed_independent;sccp,simplifycfg:confirmed_independent;sccp,sroa:confirmed_independent",10,11,0.9091
2,CoyoteBench_almabench,simplifycfg,decision_required,needs_attribution;order_sensitive,"early-cse,simplifycfg:confirmed_independent;gvn,simplifycfg:confirmed_independent;indvars,simplifycfg:order_sensitive;instcombine,simplifycfg:needs_attribution;licm,simplifycfg:order_sensitive;loop-rotate,simplifycfg:order_sensitive;loop-simplify,simplifycfg:order_sensitive;loop-unroll,simplifycfg:order_sensitive;mem2reg,simplifycfg:needs_attribution;sccp,simplifycfg:confirmed_independent;simplifycfg,sroa:needs_attribution",3,11,0.2727
2,CoyoteBench_almabench,sroa,blocked_for_auto,needs_attribution,"early-cse,sroa:confirmed_independent;gvn,sroa:confirmed_independent;indvars,sroa:needs_attribution;instcombine,sroa:likely_independent;licm,sroa:confirmed_independent;loop-rotate,sroa:needs_attribution;loop-simplify,sroa:confirmed_independent;loop-unroll,sroa:needs_attribution;mem2reg,sroa:likely_independent;sccp,sroa:confirmed_independent;simplifycfg,sroa:needs_attribution",7,11,0.6364
3,CoyoteBench_almabench,early-cse,decision_required,order_sensitive,"early-cse,gvn:confirmed_independent;early-cse,indvars:order_sensitive;early-cse,instcombine:confirmed_independent;early-cse,licm:order_sensitive;early-cse,loop-rotate:order_sensitive;early-cse,loop-simplify:confirmed_independent;early-cse,loop-unroll:order_sensitive;early-cse,sccp:confirmed_independent;early-cse,simplifycfg:confirmed_independent",5,9,0.5556
3,CoyoteBench_almabench,gvn,decision_required,order_sensitive,"early-cse,gvn:confirmed_independent;gvn,indvars:order_sensitive;gvn,instcombine:confirmed_independent;gvn,licm:order_sensitive;gvn,loop-rotate:order_sensitive;gvn,loop-simplify:confirmed_independent;gvn,loop-unroll:order_sensitive;gvn,sccp:confirmed_independent;gvn,simplifycfg:confirmed_independent",5,9,0.5556
3,CoyoteBench_almabench,indvars,decision_required,order_sensitive,"early-cse,indvars:order_sensitive;gvn,indvars:order_sensitive;indvars,instcombine:order_sensitive;indvars,licm:likely_independent;indvars,loop-rotate:order_sensitive;indvars,loop-simplify:confirmed_independent;indvars,loop-unroll:likely_independent;indvars,sccp:confirmed_independent;indvars,simplifycfg:order_sensitive",4,9,0.4444
3,CoyoteBench_almabench,instcombine,decision_required,order_sensitive,"early-cse,instcombine:confirmed_independent;gvn,instcombine:confirmed_independent;indvars,instcombine:order_sensitive;instcombine,licm:order_sensitive;instcombine,loop-rotate:order_sensitive;instcombine,loop-simplify:confirmed_independent;instcombine,loop-unroll:order_sensitive;instcombine,sccp:confirmed_independent;instcombine,simplifycfg:confirmed_independent",5,9,0.5556
3,CoyoteBench_almabench,licm,decision_required,order_sensitive,"early-cse,licm:order_sensitive;gvn,licm:order_sensitive;indvars,licm:likely_independent;instcombine,licm:order_sensitive;licm,loop-rotate:likely_independent;licm,loop-simplify:confirmed_independent;licm,loop-unroll:order_sensitive;licm,sccp:confirmed_independent;licm,simplifycfg:order_sensitive",4,9,0.4444
3,CoyoteBench_almabench,loop-rotate,decision_required,order_sensitive,"early-cse,loop-rotate:order_sensitive;gvn,loop-rotate:order_sensitive;indvars,loop-rotate:order_sensitive;instcombine,loop-rotate:order_sensitive;licm,loop-rotate:likely_independent;loop-rotate,loop-simplify:confirmed_independent;loop-rotate,loop-unroll:order_sensitive;loop-rotate,sccp:confirmed_independent;loop-rotate,simplifycfg:order_sensitive",3,9,0.3333
3,CoyoteBench_almabench,loop-simplify,decision_required,order_sensitive,"early-cse,loop-simplify:confirmed_independent;gvn,loop-simplify:confirmed_independent;indvars,loop-simplify:confirmed_independent;instcombine,loop-simplify:confirmed_independent;licm,loop-simplify:confirmed_independent;loop-rotate,loop-simplify:confirmed_independent;loop-simplify,loop-unroll:confirmed_independent;loop-simplify,sccp:confirmed_independent;loop-simplify,simplifycfg:order_sensitive",8,9,0.8889
3,CoyoteBench_almabench,loop-unroll,decision_required,order_sensitive,"early-cse,loop-unroll:order_sensitive;gvn,loop-unroll:order_sensitive;indvars,loop-unroll:likely_independent;instcombine,loop-unroll:order_sensitive;licm,loop-unroll:order_sensitive;loop-rotate,loop-unroll:order_sensitive;loop-simplify,loop-unroll:confirmed_independent;loop-unroll,sccp:order_sensitive;loop-unroll,simplifycfg:order_sensitive",2,9,0.2222
3,CoyoteBench_almabench,sccp,decision_required,order_sensitive,"early-cse,sccp:confirmed_independent;gvn,sccp:confirmed_independent;indvars,sccp:confirmed_independent;instcombine,sccp:confirmed_independent;licm,sccp:confirmed_independent;loop-rotate,sccp:confirmed_independent;loop-simplify,sccp:confirmed_independent;loop-unroll,sccp:order_sensitive;sccp,simplifycfg:confirmed_independent",8,9,0.8889
3,CoyoteBench_almabench,simplifycfg,decision_required,order_sensitive,"early-cse,simplifycfg:confirmed_independent;gvn,simplifycfg:confirmed_independent;indvars,simplifycfg:order_sensitive;instcombine,simplifycfg:confirmed_independent;licm,simplifycfg:order_sensitive;loop-rotate,simplifycfg:order_sensitive;loop-simplify,simplifycfg:order_sensitive;loop-unroll,simplifycfg:order_sensitive;sccp,simplifycfg:confirmed_independent",4,9,0.4444
4,CoyoteBench_almabench,early-cse,decision_required,order_sensitive,"early-cse,gvn:confirmed_independent;early-cse,indvars:order_sensitive;early-cse,instcombine:confirmed_independent;early-cse,licm:order_sensitive;early-cse,loop-rotate:order_sensitive;early-cse,loop-simplify:confirmed_independent;early-cse,loop-unroll:order_sensitive;early-cse,sccp:confirmed_independent;early-cse,simplifycfg:confirmed_independent",5,9,0.5556
4,CoyoteBench_almabench,gvn,decision_required,order_sensitive,"early-cse,gvn:confirmed_independent;gvn,indvars:order_sensitive;gvn,instcombine:confirmed_independent;gvn,licm:order_sensitive;gvn,loop-rotate:order_sensitive;gvn,loop-simplify:confirmed_independent;gvn,loop-unroll:order_sensitive;gvn,sccp:confirmed_independent;gvn,simplifycfg:confirmed_independent",5,9,0.5556
4,CoyoteBench_almabench,indvars,decision_required,order_sensitive,"early-cse,indvars:order_sensitive;gvn,indvars:order_sensitive;indvars,instcombine:order_sensitive;indvars,licm:likely_independent;indvars,loop-rotate:order_sensitive;indvars,loop-simplify:confirmed_independent;indvars,loop-unroll:likely_independent;indvars,sccp:confirmed_independent;indvars,simplifycfg:order_sensitive",4,9,0.4444
4,CoyoteBench_almabench,instcombine,decision_required,order_sensitive,"early-cse,instcombine:confirmed_independent;gvn,instcombine:confirmed_independent;indvars,instcombine:order_sensitive;instcombine,licm:order_sensitive;instcombine,loop-rotate:order_sensitive;instcombine,loop-simplify:confirmed_independent;instcombine,loop-unroll:order_sensitive;instcombine,sccp:confirmed_independent;instcombine,simplifycfg:confirmed_independent",5,9,0.5556
4,CoyoteBench_almabench,licm,decision_required,order_sensitive,"early-cse,licm:order_sensitive;gvn,licm:order_sensitive;indvars,licm:likely_independent;instcombine,licm:order_sensitive;licm,loop-rotate:likely_independent;licm,loop-simplify:confirmed_independent;licm,loop-unroll:order_sensitive;licm,sccp:confirmed_independent;licm,simplifycfg:order_sensitive",4,9,0.4444
4,CoyoteBench_almabench,loop-rotate,decision_required,order_sensitive,"early-cse,loop-rotate:order_sensitive;gvn,loop-rotate:order_sensitive;indvars,loop-rotate:order_sensitive;instcombine,loop-rotate:order_sensitive;licm,loop-rotate:likely_independent;loop-rotate,loop-simplify:confirmed_independent;loop-rotate,loop-unroll:order_sensitive;loop-rotate,sccp:confirmed_independent;loop-rotate,simplifycfg:order_sensitive",3,9,0.3333
4,CoyoteBench_almabench,loop-simplify,decision_required,order_sensitive,"early-cse,loop-simplify:confirmed_independent;gvn,loop-simplify:confirmed_independent;indvars,loop-simplify:confirmed_independent;instcombine,loop-simplify:confirmed_independent;licm,loop-simplify:confirmed_independent;loop-rotate,loop-simplify:confirmed_independent;loop-simplify,loop-unroll:confirmed_independent;loop-simplify,sccp:confirmed_independent;loop-simplify,simplifycfg:order_sensitive",8,9,0.8889
4,CoyoteBench_almabench,loop-unroll,decision_required,order_sensitive,"early-cse,loop-unroll:order_sensitive;gvn,loop-unroll:order_sensitive;indvars,loop-unroll:likely_independent;instcombine,loop-unroll:order_sensitive;licm,loop-unroll:order_sensitive;loop-rotate,loop-unroll:order_sensitive;loop-simplify,loop-unroll:confirmed_independent;loop-unroll,sccp:order_sensitive;loop-unroll,simplifycfg:order_sensitive",2,9,0.2222
